NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
210056368452;2022;12;F;1;3;1;1;16;1;;0;;;;;;;;1302603;Manaus;13;AM;1;1;1;1;1085;1057;1068;1075;504.7;555.4;572.9;474.7;ACCABECAEBBBBCCEEBBEACDCBCCCEDBBCDCCACADCAECE;AAACADACBCACDCEDAABDCCDDBBBCBBDEBCDDABDAEDCAB;BDEDBCCBDAAABCCBDBBAEEBABADAEAECEEEADDBDBDBCE;EBBCABBBADCBBDCACBAECAEEBBEAACAEACEBACCEBACBD;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;40;40;120;40;360;E;E;D;B;4;D;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;E;A;B;B
210057293916;2022;11;F;1;3;1;1;13;1;;0;;;;;;;;2611606;Recife;26;PE;1;1;1;1;1085;1057;1068;1075;386;458.6;406.1;408.5;EBBAACEAECBBDCEDCBDABADDDACECDBEACECDBDDACADD;DCDBAEBCDAAED..ADAECAEBDABECABEBCAEACDACEBACB;EAACBAEDDBCADEBEBBEDCBEAADACDBDAAEDBACDCADBCE;DBDCBBCDADEBECACBDADBCDBACBCDBDBCECBABDBDCCAE;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;100;100;100;120;0;420;B;E;C;B;2;D;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
210056471537;2022;3;F;1;1;1;1;1;1;;0;;;;;;;;3550209;São Miguel Arcanjo;35;SP;1;1;1;1;1086;1055;1065;1076;436.1;546.6;496.4;568.4;CEEACBBACAAACABDABBDDACDDABBBCDDCCEBDCDDDBADC;DEAAAADAEEADCCDCDBABCADEABCCCEDAEADDCDCCDCCEB;ECCAADEEAAEDDEBACECEBBCECCDBDAEABDCACCDCBEBED;CACCECAEECACDADDEACBCBCDBCDBBEBCDBDADBCDDBBBC;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;80;120;80;100;80;460;C;E;A;B;4;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
210056717205;2022;5;F;1;3;1;2;0;2;1;0;2301109;Aracati;23;CE;2;1;1;2301109;Aracati;23;CE;1;1;1;1;1085;1057;1068;1075;436.7;420;512.6;430.4;ECCCEEADACACABCADCDDBCDCCDEBCBDABBBBABADDCACB;CBDCADBCDDCCBDCCBADCCEBBDCCDAADBCCCBBCCEDCACC;EACBECCDDABCECCDBCDAEEDCBACBADCBBBDDBCBDDCEAC;BEEACABCBEEECEEEAEAACDCABCDBCBBDDBAACAABCAAAE;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;120;100;120;100;560;C;D;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210054839231;2022;4;F;1;3;1;1;1;1;;0;;;;;;;;1500800;Ananindeua;15;PA;1;1;1;1;1088;1058;1067;1077;402.1;465.3;346.3;460.6;ABCAEAEEDDBBDEDADCDCBBBECBACBDEEEEDCDBADBDEAD;AEEDAEEEAEEEAECBDABDEABBECADAEEBEEAEEABABCAEC;DADCADADBEDDCAABDEACDEDDDCAEDEDECECAEBEAAEEEB;EDEBEAECEECEBDDDACDCEBADCBAEDCAA.EDEAACAEEAEB;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;120;40;40;120;40;360;E;E;C;B;3;C;A;C;C;A;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B
210056590629;2022;5;F;1;3;1;1;3;1;;0;;;;;;;;3118601;Contagem;31;MG;1;1;1;1;1087;1056;1066;1078;470.2;340.6;492.3;496.6;ABEDCBAADBECBBAECABCCBBDCCADACDAAEBDDADBEDBCA;CDACDBEBCCBDAEBABBCBEDCEAACCBAACCDCDAACDECCAA;CAEDADCECAECAEDCADEDDADEBDAABCDACDCCCBADBECEA;BEEAACDBCCACCBADCDAAADBCDABEACBBACCBAAABDECCD;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;200;120;120;160;720;C;B;B;B;2;B;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
210055243739;2022;4;F;1;1;1;2;0;2;1;0;;;;;;;;5300108;Brasília;53;DF;1;1;1;1;1085;1057;1068;1075;390.1;537.7;442.7;441.4;EADAABBECDDBABEEABBEADBCAABAAABBCDADCEBBADBCD;EBCCCADCDCDCCAECAAABAAEDBEAEBEEBBEDEAEDDAEBAC;ABEBECCBDEDDBBCCBCCADDBEDDDBCDDAACBABCCCCECAE;CDBABEBDBACADBCCBADEDAC.BABDACCCCEABB*DECDCDA;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;80;120;120;140;140;600;D;D;B;C;4;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
210056524758;2022;5;F;2;1;1;1;2;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;1;1;0;;1056;1066;;;547;571.6;;;EAEABAEDADDCABADCEBBAACECCADEADDDAAAECEDAAACB;EEEAADDBCADACCCADDADEDEDECBACBEADDBCAAABBECBB;;1;;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;;1;120;120;100;120;120;580;E;B;B;B;2;B;B;B;B;A;A;B;B;A;A;B;A;A;B;A;A;C;A;B;B
210056561591;2022;7;M;1;3;1;2;0;2;1;0;;;;;;;;1507607;São Miguel do Guamá;15;PA;1;1;1;1;1088;1058;1067;1077;462.7;523.8;509.1;526.6;CDCBEEDEEAECEBBBDCBCBBDBBBECBBDCCDDCDACCAADDD;ABDAAEEABECECEBCDBABCADCAEACECDAEEDCEACDEAADB;EBBEAAADCAEDBAEAABEBEACADAECBEEECADDBAABDDBCB;EEBAAAECEECEBBABABACDDACACAEBDEECAAEBCCAEEAAB;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;120;120;100;100;80;520;B;B;A;A;2;B;A;C;E;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210055982054;2022;4;F;1;3;1;1;1;1;;0;;;;;;;;2700300;Arapiraca;27;AL;1;1;1;1;1087;1056;1066;1078;522.2;520.2;532.8;488;CDEACCADDAAEACDDEACCACBBDDAECDAACDAAEDCABECAD;EBEBCAADCCBCEBCBCEEBAAEDDCDABCADDDEACBECABABD;EAEDDCEECACACDCCADAAECAADAEAE.BABDECCECBEECBB;BEDBCCAAABDBEBCCDDAACDBCCBBBCECBDAABDAEDCCADD;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;120;100;120;80;540;C;B;C;A;1;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
210056971736;2022;4;F;1;1;1;1;2;1;;0;;;;;;;;3548500;Santos;35;SP;1;1;1;1;1085;1057;1068;1075;518.1;553.2;549.8;542.5;ABDABB.AACEEEDEDDCEDACDDBDECBDEADBCAABACBAACB;AEDCEEAEDCDCAEDDAAABAADDADABABEECCACACDDADCAC;ABDEECCDDECCABCBBBEEBECDAAEADDEBACDAADBDDDECA;DCDACDADBDDCAACDCBEBCEECBACBADCEBDEEEDBEAAECB;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;100;120;120;80;540;D;E;B;B;4;B;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
210054569187;2022;7;M;1;3;1;1;4;1;;0;;;;;;;;3143906;Muriaé;31;MG;1;1;1;1;1088;1058;1067;1077;542.3;618.7;576.2;593.2;CEECBCADCAEBCAEBADAAEEBCBADCABEDDCAAAABAEABCE;EEDAAADEEDBBAEDAAEABCAECEEDDBCDABBDEECAAEEACD;CDCCBCAABDBAEDDEBBACCCEACADABEEABADBBDEBDDCCC;DCBBDBAECCBBBCACDADBBCCDCADCDCEBCBBBAACBEBCAC;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;140;180;140;200;180;840;B;E;B;B;4;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
210056803896;2022;3;F;1;2;1;2;0;2;1;0;;;;;;;;2910057;Dias d'Ávila;29;BA;1;1;1;1;1085;1057;1068;1075;400.1;379.5;383.1;405.9;BECBDCBBECADCDACEDAEBACEDAAAEECBCADEAACDBDDBB;BDCEBBDDBABADCBDEDEBEDABACBDACDEBDDCBCACCBDAB;ADDDECECECBBEDDBEADCCEEBACDDACBEEDCDBAABDCDAE;CDBDECEBCDBADCEBDEBBBACCECBEABAEECACBDADEEBAC;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;4;0;0;0;0;0;0;A;D;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
210055902786;2022;10;M;1;1;1;1;8;1;;0;;;;;;;;2606002;Garanhuns;26;PE;1;1;1;1;1085;1057;1068;1075;539.7;642.6;648.6;603.7;BACBEEBBCBCACDBCDCDCACEDCBCCCBEAADBBBCECDDCBD;DBDCDBBDDBADDCBDAAADBADDAECBCCDECBDDACDDADEAB;BDECDCCCDACEBACBADAAAEDDBAEAECEBEADCEEBDBDEAA;CDADDBCBCDCCBECDBDBBEAEBEACAAEBACBAEADAEEACBB;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;100;120;120;120;100;560;C;C;A;A;3;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
210057955129;2022;9;F;1;3;1;1;0;1;;0;;;;;;;;5219308;Santa Helena de Goiás;52;GO;0;1;1;0;;1055;1065;;;504;373.7;;;BEACBDDCEDADABBCBBACABEBAAEEDEBACADAABCEBAADD;ECBAACCEBEEBCEBADCBDBACBCACABBDCADAECBABCACDB;;1;;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;;1;120;120;120;120;60;540;B;B;A;A;8;C;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
210055178497;2022;9;M;1;2;1;1;6;1;;0;;;;;;;;2802403;Gararu;28;SE;1;1;1;1;1086;1055;1065;1076;498.5;340.1;364.4;572.6;CBBDDCBBBDCDBDBEBAEDBBCCDDEEEEBEDBBAACCEDDDDC;AAEBBDDBBADDDBBDEEAACCEECCBEAACCEEAAEAADDBEEE;.....EEEDADCDDEBBBBBBEEECDEAADDAACCDDAABAAADD;ABDACACAECBDCCBBEEDDAADCCEECCAADDCCBBEEBBCCAA;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;120;140;120;120;80;580;D;A;C;A;5;B;A;C;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
210057317800;2022;6;F;1;3;1;1;3;1;;0;;;;;;;;3301876;Iguaba Grande;33;RJ;1;1;1;1;1086;1055;1065;1076;554.9;461.9;482.4;483;EABACECABACBDABDBCEBDBCABDBBECBABEECDAEDACAEC;DACCCADEDDAECBEEACBBEEEAADABABBBCAACCECAEEEEA;BEBAEDCDABAABDEBDBBEBACECDBDCACADDECEDCBBABAE;BADAACDEECBAABEBDDDBAAAAABBBCEADCDBCADBADBECB;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;120;200;160;120;120;720;C;C;B;B;3;B;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B
210056544605;2022;4;F;1;3;1;1;1;1;;0;;;;;;;;2202208;Campo Maior;22;PI;1;1;1;1;1088;1058;1067;1077;411.1;378.5;373.1;414.4;CECCBEBEAACBBACBBDEABACBDCEABBECADBCADBCAECDB;EBCDAEEEDDBDCEAADCBDDADEEBAACEBCBADCDBEADBABD;DEBCEDCCBAEBDCDEABACEECACADBDDADBCDAADCABEDEC;DBDBDDECECBBCDAACBACBCBEEDABCCEACDBADBCBCDAB*;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;120;120;120;120;0;480;C;C;C;B;3;A;A;B;C;A;B;B;A;A;A;B;A;A;B;A;B;B;A;A;B
210056012033;2022;3;F;1;1;1;2;0;2;1;0;3550308;São Paulo;35;SP;4;1;1;3515004;Embu das Artes;35;SP;1;1;1;1;1086;1055;1065;1076;819.5;684.9;657.8;905.5;EAEDCECEACCCDABCCECBBCCAEBEDABEADBAEBCBDDABEB;DEABEEDAEDAEECBECBCCCDDAAADBCECAEABDEBDDBBBCA;DCBDEEABACABBDBCBACCDAEECCBDECAAADCBACEDDEADE;DBAAACEBEDAECCBEDDDEDBDCBDBCBEEBDDCCDBCECBAAC;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;160;200;160;180;200;900;D;F;B;D;4;E;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B
210056401456;2022;4;F;1;1;1;1;1;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;1088;1058;1067;1077;420.6;503.9;546.5;393;AECCCEABEDABDBAACBADDEBCABDABCEACDDAACDBBCADD;CBCDAAECDCBEACECCAABDCACBECCBEDADEAAECEBBDACB;AADEDCEEBD.DADCDCBAA.ECADACABEEEBACCBBAEDBCCE;CDBDECAECD*ACCDCCABDBBADABECBABCDBEECBADEBDAC;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;160;160;140;160;200;820;A;A;A;A;5;B;B;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
210056292241;2022;2;M;1;3;1;2;0;2;1;0;5208608;Goianésia;52;GO;2;1;1;5208608;Goianésia;52;GO;1;1;1;1;1085;1057;1068;1075;442.4;579.2;582.7;551.9;ECBBAABCAABEEEBDACDDEBABCAADEBAEADBBDCAEACEDA;DAACABBCDBADDDEDAAABCCDDBEABCCDDBBDBBCDEADCAB;BDEDDCCBDADCBECBDEAAEEBABAC*BDEBAEDDCAEDBDBEB;CBECAABDBDDABBDDEBAEBDEAABEADECECEBEADBECACAE;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;180;140;140;160;740;C;D;F;C;4;F;B;E;D;B;A;B;A;C;A;A;A;A;C;A;A;E;A;C;B
210056613607;2022;5;F;1;3;1;1;3;1;;0;;;;;;;;2917508;Jacobina;29;BA;1;1;1;1;1087;1056;1066;1078;380.5;476.1;412.4;500.4;DDDDECABBBBCBEDDBAAEEDBDCCBCDECCDBDADDECBDEEC;BDBABADDAEEEDEEDEBAEAAEDABBEAEEEAAAACBBDDAEEC;AEBAAAEDBACAAACCBBBCECCAEEAEDCEDADAEAABABDCAB;BDEEACACCDCAEBDCEEBADDDDEDADABEBCDDADCDEECBDB;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;120;80;120;80;520;D;C;C;A;5;B;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B
210054772114;2022;3;F;1;3;1;2;0;2;2;0;1506807;Santarém;15;PA;2;1;1;1506807;Santarém;15;PA;1;1;1;1;1085;1057;1068;1075;461.4;485.9;448.9;433.6;EACCADCBABDBDDADDCACCCACCBBCAAADDBBCCCADAAEDE;EEDCAEDEDCABCBBADAACECECDDAAABDCCBCCBBCEEBCAB;BBBCEBEADCDDDEDEEDBAEEEEBDDABCEAECEDEDDDDAEAD;CBCADBEECCBEABBECC*CCEBAEACEADBBDAEEECDEDCCAB;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;160;120;100;20;520;E;E;C;F;2;B;A;B;C;A;A;B;A;A;A;A;A;A;C;A;A;A;A;A;B
210054659789;2022;2;F;0;3;1;3;0;1;;1;;;;;;;;2304400;Fortaleza;23;CE;1;1;1;1;1087;1056;1066;1078;458.9;462.8;458.9;506.2;CADDDCEACBEABDEDBCEBDDCBBAACEDBEACBCABEABAABC;EEACAEDCBDADBBCEEAEDACAECDBDAADEBCCDBACAAAECC;BAEAAADCCABDCDEEEABBCBCAADAEECEACCBCBAECCBCCB;CEEDACCDEEBCBBDACACDEBAACEAABDCBEBCABBECABBDD;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;160;120;160;120;100;660;E;E;E;C;4;E;A;B;C;A;B;B;A;B;A;A;A;A;B;B;A;D;A;E;B
210055836851;2022;5;F;1;2;1;2;0;2;;0;3303500;Nova Iguaçu;33;RJ;2;1;1;3305554;Seropédica;33;RJ;0;1;1;0;;1057;1068;;;429.2;337.4;;;CDCCDACCCEEACDCADACBADAADDEEEBBABABCBDBDBADAE;BDDABCBDEEBCBDADEEDDBBBDADEBAAADCDEABABDDCDDE;;1;;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;;1;120;80;80;100;100;480;H;C;F;B;5;C;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;D;A;A;B
